id,label
264,0.00853445
265,0.00970352
266,0.01834016
267,0.24430634
268,0.02428448
269,0.9822703
270,0.10696319
271,0.43778461
272,0.00026761
273,0.45824385
274,0.00040588
275,0.99083102
276,0.27730224
277,0.10296588
278,0.90911466
279,0.54644376
280,0.99994981
281,0.99597871
282,0.93218791
283,0.90648818
284,0.23693013
285,0.00997549
286,0.99986959
287,1.0
288,0.99930811
289,0.99999619
290,0.00501258
291,0.59958893
292,0.17946506
293,0.06704321
294,0.09998078
295,0.34239131
296,0.95207435
297,0.22624393
298,0.33607787
299,0.43891561
300,0.00544991
301,0.10078349
302,0.00021177
303,0.9435128
304,0.51936686
305,0.9865002
306,0.99922526
307,0.21472535
308,0.40412065
309,0.00132498
310,0.99986494
311,0.1278647
312,0.99999964
313,0.93935907
314,0.33455271
315,0.15919687
316,0.3735103
317,5.3735821e-05
318,0.71702999
319,0.26026383
320,0.81572276
321,0.11804246
322,0.73959357
323,0.06293427
324,1.0
325,0.61133283
326,0.00388181
327,0.21236956
328,0.03995151
329,0.65211558
330,0.99787939
331,0.9568156
332,0.26769862
333,0.00318813
334,0.57529491
335,0.0249945
336,0.9157322
337,0.01014889
338,0.99906224
339,0.98526102
340,0.39966547
341,0.91942251
342,0.90039605
343,0.59818834
344,0.36838537
345,0.0302135
346,0.92880714
347,0.00317725
348,1.0
349,0.99996841
350,0.91547459
351,0.00237479
352,0.34180722
353,0.99999988
354,0.00018486
355,0.98635465
356,1.0
357,0.01539352
358,0.05124353
359,0.00067337
360,0.00440033
361,0.00360232
362,0.38358349
363,0.89163136
364,0.84923738
365,0.18221678
366,0.54088515
367,0.37924084
368,0.05249502
369,0.89676863
370,0.99959701
371,0.02206489
372,0.96478271
373,0.86929804
374,0.3493388
375,0.0306318
376,0.05317297
377,0.4125056
378,0.08065671
379,0.99999714
380,0.00082426
381,0.41725069
382,0.88463837
383,0.30657896
384,0.79391813
385,0.72037876
386,0.13164183
387,0.0016681
388,0.99966156
389,0.33532313
390,1.0
391,0.70334619
392,0.00530245
393,0.18491866
394,0.9997763
395,0.9992581
396,0.00039138
397,0.00425209
398,1.0
399,0.64989108
400,0.00391217
401,0.97265536
402,0.75374341
403,0.41581222
404,0.99999928
405,0.93198526
406,0.00139238
407,0.94314301
408,0.28124166
409,0.9998877
410,0.99915433
411,0.92991102
412,1.0
413,8.61356675e-05
414,0.98698109
415,0.81662613
416,0.15922359
417,0.00976826
418,0.46452892
419,0.95141143
420,0.07897624
421,0.82816637
422,0.00364386
423,0.95253187
424,0.02422173
425,0.98766172
426,0.08326723
427,1.0
428,0.56952751
429,0.96881908
430,0.02457872
431,0.13403925
432,0.88013095
433,0.00281857
434,0.934187
435,0.03221998
436,0.99789798
437,0.88222182
438,1.0
439,0.02865099
440,0.99877065
441,0.82658744
442,0.02087042
443,0.09021442
444,1.0
445,0.32680616
446,0.92336005
447,0.00536351
448,0.3980957
449,0.02889259
450,0.99877566
451,1.0
452,1.0
453,0.4440825
454,0.80906075
455,0.00703136
456,0.59136474
457,1.0
458,0.07395709
459,0.95211744
460,0.9995172
461,0.96713769
462,0.94741452
463,0.76747739
464,2.13126532e-05
465,0.83447748
466,0.00015294
467,0.98553061
468,0.98657656
469,0.97858471
470,0.99209726
471,0.00038676
472,0.68554759
473,0.00565364
474,0.02796851
475,0.00946396
476,0.06514751
477,0.98155278
478,0.92529899
479,0.99854028
480,0.97689635
481,0.91037279
482,0.0002241
483,0.99999928
484,0.00331045
485,1.0
486,0.01654088
487,0.00725645
488,0.89120471
489,0.02799305
490,0.00398743
491,0.00820524
492,1.0
493,0.57815301
494,0.88159972
495,0.04573483
496,0.03402598
497,1.0
498,0.03806193
499,0.96951354
500,0.06145469
501,0.53916478
502,0.00073305
503,0.15629444
504,1.0
505,0.9048661
506,1.0
507,0.60751098
508,0.99958235
509,0.99681681
510,0.79517782
511,0.07195497
512,0.00623339
513,0.64427358
514,0.99999988
515,0.99175304
516,0.95164049
517,0.77531958
518,0.87094396
519,0.81463313
520,1.0
521,0.99923444
522,0.0197084
523,0.1037975
524,0.40317154
525,0.99893242
526,0.60170513
527,0.35030261
528,0.17575279
529,2.66933403e-05
530,0.44506258
531,0.05622362
532,0.34332731
533,0.05282935
534,0.00064167
535,0.27700126
536,0.2468984
537,0.92210734
538,0.02170875
539,0.0067253
540,0.97683346
541,0.99843329
542,0.98313081
543,0.37561154
544,0.99090451
545,0.99996221
546,0.66653836
547,0.96424174
548,0.0541135
549,0.17632127
550,1.0
551,0.99999988
552,0.00305234
553,0.00289641
554,0.00964113
555,0.97645718
556,0.00541189
557,0.02620978
558,0.70605969
559,0.99371415
560,0.14069866
561,0.9960019
562,0.74112064
563,0.00029023
564,0.081473
565,0.00011874
566,0.25631326
567,0.15227194
568,0.00083091
569,0.99988425
570,0.05427004
571,0.03258194
572,0.9824807
573,0.99697232
574,0.31023657
575,0.09145377
576,0.94667882
577,0.00392162
578,0.6070165
579,0.28302583
580,0.0796083
581,0.00055902
582,0.74299777
583,0.98620528
584,0.00145477
585,0.39890575
586,1.0
587,0.00481504
588,0.0560572
589,0.84823173
590,1.0
591,0.00055951
592,0.00285829
593,0.74085402
594,0.8138209
595,0.70881832
596,0.3367199
597,1.0
598,0.13925575
599,0.88314682
600,0.99182022
601,0.99356937
602,0.40918776
603,0.02318948
604,0.98964334
605,0.95477355
606,0.42217988
607,0.92970455
608,0.99410182
609,0.83504814
610,0.5086931
611,1.0
612,0.94677657
613,0.00842155
614,0.0093395
615,0.67971462
616,0.99990666
617,0.99833351
618,0.99993801
619,0.98386294
620,0.1619551
621,0.99606377
622,0.99885881
623,0.03860329
624,0.97183502
625,0.99971682
626,0.9513396
627,0.87897831
628,0.56768137
629,0.5257538
630,0.98734248
631,0.01314102
632,0.5098564
633,0.0033954
634,0.3152878
635,0.79044437
636,0.02627033
637,0.00346529
638,0.05210388
639,0.35559994
640,0.95733899
641,0.99960631
642,0.49570784
643,0.75852954
644,0.19500934
645,0.97962487
646,0.92208737
647,0.99998403
648,0.77092963
649,0.14698908
650,0.82867038
651,0.30124393
652,0.99970132
653,0.99165559
654,1.0
655,0.0190402
656,0.1376754
657,0.99041158
658,0.98136133
659,0.56412721
660,1.0
661,0.99970788
662,0.99997759
663,0.99993658
664,0.65380335
665,0.23358767
666,0.72322387
667,0.99980646
668,0.88958013
669,0.62189436
670,0.36443955
671,1.0
672,0.8828072
673,0.9961344
674,0.21204789
675,0.20948276
676,1.0
677,0.99641967
678,0.92365408
679,0.06516059
680,0.05615136
681,0.9776805
682,0.06104921
683,1.0
684,0.3256208
685,0.58636129
686,0.99999964
687,0.91941851
688,0.99139929
689,0.72465318
690,0.93031776
691,0.61891454
692,0.2797012
693,0.00757737
694,0.9995783
695,0.00223148
696,0.01157657
697,0.96949941
698,0.99994576
699,0.99820459
700,0.00015785
701,0.01749041
702,0.69154018
703,0.97776937
704,0.02685996
705,0.73815256
706,0.47029158
707,1.0
708,0.08393699
709,0.14847119
710,0.92413378
711,0.90198398
712,0.17238501
713,0.07500996
714,0.01607529
715,1.0
716,0.2054573
717,0.00865613
718,0.99494249
719,0.99995255
720,0.20235863
721,0.42698956
722,0.99915564
723,0.91110587
724,0.99434787
725,0.09440681
726,0.00849415
727,1.0
728,0.26311103
729,0.99915266
730,0.00615935
731,0.94751626
732,0.07007447
733,1.0
734,0.07169677
735,0.72425073
736,0.00606386
737,0.02449151
738,0.94223183
739,0.96314901
740,0.08364582
741,1.0
742,0.95747393
743,0.00114539
744,0.99999988
745,0.60917401
746,0.34116375
747,0.99999881
748,0.12784873
749,0.68816435
750,0.19198853
751,0.9977228
752,0.36483622
753,0.64362746
754,0.99748105
755,0.00224893
756,0.2848537
757,0.52443182
758,0.02894842
759,0.94683856
760,0.59034884
761,0.3990612
762,0.99370307
763,0.13734616
764,0.90266377
765,0.99894804
766,0.56261194
767,0.00793164
768,0.18071927
769,0.06089003
770,0.27847973
771,0.88510364
772,0.99996316
773,0.24153614
774,0.431786
775,0.99999976
776,0.00126401
777,0.93363941
778,0.99922359
779,0.26591519
780,0.92325217
781,0.67795664
782,0.99931097
783,0.13165614
784,0.21463098
785,0.99996972
786,0.05780053
787,0.01196933
788,0.01654275
789,0.92026103
790,0.00212098
791,0.38474834
792,0.00988377
793,0.86647969
794,0.00404505
795,0.00635186
796,0.79688722
797,0.99845564
798,0.90079671
799,0.01285583
800,0.95328146
801,0.04893374
802,0.00789621
803,0.99997675
804,0.01930833
805,0.03154561
806,0.99685413
807,0.43657413
808,0.71542323
809,0.42209089
810,0.99655449
811,0.00457507
812,0.23170277
813,0.85750425
814,0.01070407
815,0.52701932
816,0.32846186
817,0.01197278
818,0.53361547
819,0.74856007
820,0.01471257
821,0.01007819
822,2.67861888e-05
823,0.8714183
824,0.97756743
825,0.99089187
826,0.09371471
827,0.07949924
828,0.97001171
829,0.99998617
830,0.91628283
831,0.99663949
832,0.09956027
833,0.01399494
834,0.15261316
835,0.91685998
836,0.652942
837,0.31844288
838,0.39820299
839,0.9992913
840,0.33948267
841,0.02131468
842,0.98921764
843,0.29017615
844,0.99759763
845,0.94553846
846,0.00797818
847,0.7341013
848,0.99672699
849,0.06537542
850,0.99860865
851,0.01717269
852,0.07411472
853,0.86690319
854,0.96520698
855,0.14742617
856,0.13803592
857,0.02308267
858,0.00277099
859,0.00024691
860,0.68144256
861,0.98477304
862,0.37513024
863,0.99868864
864,0.09380295
865,0.28977314
866,1.0
867,0.97898614
868,0.07580777
869,0.01588406
870,0.9978528
871,0.04503147
872,0.99999118
873,0.88251233
874,0.00034634
875,0.08185601
876,0.77285111
877,0.07307219
878,0.0015327
879,0.00209445
880,0.97946894
881,0.03018657
882,0.04628652
883,0.97495067
884,0.83129805
885,0.91365445
886,0.0001045
887,0.99430865
888,0.99972147
889,0.03085989
890,0.9994604
891,0.28418657
892,0.44409442
893,0.35352439
894,0.30455306
895,0.99999988
896,0.0002078
897,0.00024276
898,0.12059269
899,0.00042355
900,0.00811271
901,0.96266752
902,0.05498628
903,0.27967888
904,0.05194525
905,0.95486987
906,1.0
907,0.03878007
908,0.99990976
909,0.36029312
910,0.93072194
911,0.00376531
912,0.17113151
913,0.85483634
914,0.98518556
915,1.0
916,0.22006287
917,0.01097886
918,0.29098538
919,0.66781533
920,0.06468705
921,0.99393964
922,0.99981147
923,0.77898598
924,0.00161544
925,0.96484727
926,0.96597123
927,0.104655
928,0.06919552
929,0.71239311
930,0.93602937
931,0.14427687
932,0.01320861
933,0.99999559
934,0.30404913
935,0.42207393
936,0.0234549
937,0.90845895
938,0.00563442
939,0.28199774
940,0.99484622
941,1.0
942,0.99473566
943,0.03652375
944,0.87937158
945,0.08522374
946,0.00050317
947,0.51167375
948,0.9670164
949,0.20610239
950,0.86303627
951,0.52585608
952,0.99719787
953,0.48432961
954,0.01317267
955,0.00283448
956,0.99999392
957,0.95493072
958,0.00166317
959,0.01941689
960,0.11573868
961,0.99999785
962,0.00023742
963,0.14109063
964,0.89157254
965,0.12867053
966,0.32897478
967,0.01731472
968,0.06595384
969,0.9136489
970,0.04952499
971,0.00156904
972,0.00379692
973,0.93317407
974,0.74641705
975,0.58675015
976,0.36551183
977,0.99999988
978,0.73184812
979,0.02960492
980,0.08288099
981,0.01189135
982,0.01997811
983,0.83042252
984,0.99978942
985,0.56578076
986,0.1207854
987,0.09616536
988,0.03756232
989,0.25447187
990,0.41583905
991,1.0
992,0.03821924
993,0.00959503
994,0.95320565
995,0.88459134
996,0.99951279
997,0.68832135
998,0.62737072
999,0.99980801
1000,0.24166918
1001,0.99913591
1002,0.16404614
1003,0.02457238
1004,0.9998982
1005,0.99999928
1006,0.98243952
1007,0.96024072
1008,0.99762696
1009,0.08907873
1010,0.72086799
1011,0.02928648
1012,0.41696322
1013,0.76764518
1014,0.04436675
1015,1.0
1016,0.78463
1017,0.99027294
1018,0.6872769
1019,0.94650435
1020,1.0
1021,0.9964205
1022,0.01692768
1023,0.99213725
1024,0.17725264
1025,0.55044252
1026,0.99804115
1027,0.01072735
1028,0.6376521
1029,0.06923742
1030,0.695692
1031,0.48602039
1032,0.7403307
1033,0.0002611
1034,0.01434176
1035,0.00029858
1036,0.99912173
1037,0.99920988
1038,0.02606713
1039,0.83157802
1040,0.99999988
1041,0.41020498
1042,0.06559485
1043,0.76371408
1044,0.99999905
1045,0.01967617
1046,0.02770627
1047,0.16943429
1048,0.849985
1049,0.99999988
1050,0.88838828
1051,0.04270251
1052,0.02635765
1053,0.92956197
1054,0.03527693
1055,0.29880661
1056,0.19384558
1057,0.76467007
1058,0.42039025
1059,0.05621628
1060,0.93477267
1061,0.42666221
1062,0.70390958
1063,0.90382844
1064,0.00703139
1065,0.71513283
1066,0.02506874
1067,0.00086905
1068,0.01988929
1069,0.2452631
1070,0.01497945
1071,0.00618016
1072,0.64688236
1073,0.36113429
1074,0.06132451
1075,0.38048905
1076,0.99999428
1077,0.02646495
1078,0.84113145
1079,1.0
1080,0.00053334
1081,0.71220386
1082,0.30598643
1083,0.05041451
1084,0.99996185
1085,0.99999452
1086,0.87424028
1087,0.05635559
1088,0.02927471
1089,0.97997802
1090,0.15332946
1091,0.00578606
1092,1.0
1093,0.30779004
1094,0.10912172
1095,0.9779197
1096,0.00412761
1097,0.00135225
1098,0.41705918
1099,0.87878877
1100,0.96199512
1101,0.05945591
1102,0.68509233
1103,0.39239326
1104,0.7672286
1105,0.7439937
1106,1.0
1107,0.00038404
1108,0.26125023
1109,0.99539304
1110,0.02583924
1111,0.47368258
1112,0.99818939
1113,0.97023433
1114,0.00011563
1115,0.97876841
1116,0.0051369
1117,0.81304723
1118,0.1185654
1119,0.99977499
1120,0.03748457
1121,0.48289552
1122,0.62787479
1123,0.99415565
1124,0.9999392
1125,0.91050112
1126,0.89233863
1127,0.03374076
1128,0.00350955
1129,0.96455806
1130,0.0020967
1131,0.36776307
1132,0.01230706
1133,0.99901271
1134,0.04763593
1135,0.01084048
1136,0.94852746
1137,0.3211005
1138,0.03425135
1139,0.05231244
1140,0.00013863
1141,0.27215642
1142,0.99592751
1143,0.55639267
1144,0.33223361
1145,0.09954461
1146,0.99999988
1147,0.08813052
1148,0.16769794
1149,0.96788836
1150,0.22971451
1151,0.12960522
1152,0.15078153
1153,0.001541
1154,0.02860202
1155,0.57100785
1156,0.7677958
1157,0.10941368
1158,0.93997735
1159,0.0683806
1160,0.95748037
1161,0.25217471
1162,0.9435786
1163,0.99438572
1164,0.08410654
1165,1.0
1166,0.02981054
1167,0.98244691
1168,0.09231248
1169,0.05514668
1170,0.89047837
1171,0.93026531
1172,0.55509067
1173,0.15203948
1174,2.28049121e-05
1175,0.62146777
1176,0.96684808
1177,0.24787249
1178,0.0189565
1179,0.99226052
1180,0.17447795
1181,0.80288273
1182,0.96572357
1183,0.6577574
1184,1.0
1185,0.98447073
1186,0.21787496
1187,0.99999785
1188,0.90888226
1189,0.24923237
1190,0.99007189
1191,0.04372693
1192,0.00422633
1193,0.20824277
1194,0.95173806
1195,0.78881121
1196,0.00045307
1197,0.61603707
1198,0.50958836
1199,0.02313683
1200,0.68706727
1201,0.96090817
1202,0.72786522
1203,8.05560776e-05
1204,0.09496196
1205,0.93095881
1206,0.94846493
1207,0.06961934
1208,0.24298832
1209,0.6051293
1210,1.0
1211,0.00043444
1212,0.00494459
1213,0.99999917
1214,0.99999094
1215,0.58271223
1216,0.01447404
1217,0.10910443
1218,0.07866629
1219,0.81534803
1220,0.03081564
1221,0.87801218
1222,0.87411934
1223,0.04448878
1224,0.99132335
1225,0.99976236
1226,0.00288038
1227,0.0043004
1228,0.87353051
1229,0.08167364
1230,0.57681721
1231,0.77280486
1232,0.03956896
1233,0.02855514
1234,1.0
1235,0.04616149
1236,0.76263332
1237,0.00559964
1238,0.96721965
1239,0.27937219
1240,0.00021599
1241,0.94278723
1242,0.02089407
1243,0.00037474
1244,0.67522621
1245,0.99996877
1246,0.87594664
1247,0.03103687
1248,0.0121285
1249,0.03449713
1250,0.344035
1251,0.12683748
1252,1.0
1253,0.00279719
1254,0.47418931
1255,0.06889553
1256,0.20973668
1257,0.90895671
1258,0.00850056
1259,0.07583898
1260,0.01372396
1261,0.18003459
1262,0.8710767
1263,0.03539953
1264,0.25211817
1265,0.99757701
1266,1.0
1267,0.99999964
1268,0.67676681
1269,0.244433
1270,0.03937309
1271,0.95418561
1272,0.02030803
1273,0.13479294
1274,0.00071829
1275,0.08263137
1276,0.00879553
1277,0.99993086
1278,0.13150574
1279,0.9998883
1280,0.01763264
1281,0.03374725
1282,0.09123515
1283,0.00060446
1284,0.11585502
1285,0.32987711
1286,0.0025746
1287,0.0611347
1288,0.02724016
1289,0.77131212
1290,0.09173574
1291,0.04341421
1292,0.91804653
1293,0.92120755
1294,0.07984497
1295,0.9950819
1296,0.94996595
1297,0.01095603
1298,0.0020478
1299,0.77385896
1300,0.01320354
1301,0.85224551
1302,0.00465169
1303,0.73377007
1304,0.9317311
1305,0.99986184
1306,0.47475153
1307,0.99994934
1308,0.00015981
1309,0.13902429
1310,0.94296485
1311,0.99879432
1312,0.98981315
1313,0.04413965
1314,0.16202579
1315,0.034009
1316,0.9698751
1317,0.00168376
1318,0.99981838
1319,0.30973923
1320,0.00373906
1321,0.92633325
1322,0.99935001
1323,0.0040107
1324,0.01508172
1325,0.95309985
1326,0.12766419
1327,0.99999976
1328,0.99999154
1329,0.99769223
1330,0.83256131
1331,0.61085343
1332,0.98970956
1333,1.0
1334,0.89366615
1335,0.17570657
1336,0.99485457
1337,0.10532261
1338,0.0016454
1339,0.0711747
1340,0.00947429
1341,0.99997854
1342,0.96654809
1343,0.41313788
1344,0.99700963
1345,0.99452388
1346,0.99688655
1347,0.06577427
1348,0.00191751
1349,0.01586313
1350,0.99993849
1351,0.04723054
1352,0.00306369
1353,0.36019304
1354,0.05438008
1355,0.77879786
1356,0.04386912
1357,0.63141119
1358,0.0264035
1359,0.8623237
1360,0.99109769
1361,0.99896049
1362,0.9852246
1363,0.09799331
1364,0.03117349
1365,0.0009846
1366,0.21496637
1367,1.0
1368,0.04515674
1369,0.57789117
1370,0.37790364
1371,0.00037383
1372,0.00390764
1373,0.04123986
1374,0.00117663
1375,0.56370175
1376,0.75767642
1377,0.00290736
1378,0.21649738
1379,0.48105189
1380,0.15928434
1381,0.00164179
1382,0.0120769
1383,0.07358034
1384,0.40695494
1385,0.99900562
1386,0.10440997
1387,0.99645054
1388,0.26626053
1389,0.00190377
1390,0.99991667
1391,0.0105527
1392,0.03296916
1393,0.36781827
1394,0.00235531
1395,0.49119371
1396,0.06548162
1397,0.88980377
1398,0.72761112
1399,0.00309123
1400,0.9824782
1401,0.16199699
1402,0.01433103
1403,0.07673296
1404,0.00256318
1405,0.99984825
1406,0.52747047
1407,0.01682127
1408,0.08917134
1409,0.99811339
1410,0.0099626
1411,0.67458272
1412,0.95067233
1413,0.16348313
1414,0.99949181
1415,1.0
1416,0.12113506
1417,0.99933296
1418,0.9278127
1419,0.45365798
1420,1.0
1421,0.84737515
1422,0.99957222
1423,0.80247176
1424,0.01534431
1425,0.00640069
1426,0.98532665
1427,0.98100257
1428,0.48893505
1429,0.66890353
1430,0.68028349
1431,0.99673492
1432,0.09253277
1433,0.28426954
1434,0.12887907
1435,0.00311718
1436,0.12234158
1437,0.98000151
1438,0.0635721
1439,0.00244965
1440,0.99947006
1441,0.64034295
1442,0.07042938
1443,0.07497928
1444,0.0474304
1445,0.05230795
1446,0.01703442
1447,0.90867317
1448,0.97752476
1449,0.46195534
1450,0.99992573
1451,0.08391738
1452,0.87165743
1453,0.65267932
1454,0.00525942
1455,0.88260186
1456,0.45526958
1457,0.00272908
1458,0.98746532
1459,0.93486029
1460,0.52764815
1461,0.63947105
1462,0.99568534
1463,0.86615944
1464,0.99571335
1465,0.03957915
1466,0.45578748
1467,0.99977762
1468,0.38349894
1469,0.99257737
1470,0.14893849
1471,0.84776574
1472,0.16976334
1473,0.99998224
1474,0.5843845
1475,0.00106412
1476,0.27494892
1477,0.99997044
1478,0.15578626
1479,0.99997735
1480,0.99915481
1481,0.0024549
1482,0.07508868
1483,0.01299459
1484,0.06597932
1485,0.96035832
1486,0.96739501
1487,0.35196856
1488,0.9291389
1489,0.56761599
1490,0.90394163
1491,0.34449571
1492,0.00727789
1493,0.18026167
1494,0.99358201
1495,0.36247671
1496,1.0
1497,0.00042295
1498,0.02287488
1499,0.84655976
1500,0.82466406
1501,0.12448333
1502,0.98162502
1503,0.10355133
1504,0.57182914
1505,0.91640896
1506,0.98098183
1507,0.86540687
1508,0.03300985
1509,0.14739819
1510,0.99997056
1511,0.9996202
1512,0.80475414
1513,0.20660126
1514,0.02754049
1515,0.04314684
1516,0.99999487
1517,0.01413663
1518,0.15341753
1519,0.99401397
1520,0.98760045
1521,0.00226766
1522,0.0040785
1523,0.15384839
1524,0.02732804
1525,0.52334005
1526,0.31503257
1527,0.99999905
1528,0.78736949
1529,0.92712104
1530,0.45524731
1531,0.079152
1532,0.80521458
1533,0.72192711
1534,0.00320208
1535,0.63596094
1536,0.99903512
1537,0.62246454
1538,0.53737247
1539,0.99995649
1540,0.36447203
1541,0.94177043
1542,0.10971933
1543,0.79523486
1544,0.99999607
1545,0.04784235
1546,0.07982822
1547,0.86111653
1548,0.01195436
1549,0.00184066
1550,0.99998891
1551,0.95027578
1552,0.80007136
1553,0.82113928
1554,0.27825075
1555,0.97308403
1556,0.0001197
1557,0.963543
1558,0.99796343
1559,0.38054454
1560,1.0
1561,0.04482545
1562,0.32448944
1563,0.96714807
1564,0.55325723
1565,5.86740753e-05
1566,0.03529846
1567,0.99934143
1568,0.00248587
1569,0.86089218
1570,0.67543685
1571,0.01406813
1572,0.94802994
1573,0.9999994
1574,0.00353197
1575,0.03945232
1576,0.50716496
1577,0.99997163
1578,0.00496429
1579,0.99999988
1580,0.46436325
1581,0.01928701
1582,0.65880328
1583,0.02991048
1584,0.03758282
1585,0.71211421
1586,0.10787328
1587,0.55512792
1588,0.99999619
1589,0.94373399
1590,1.0
1591,1.0
1592,0.23667221
1593,0.38229904
1594,0.1189072
1595,0.00625959
1596,0.01364237
1597,0.72858679
1598,0.37095544
1599,0.1429401
1600,0.9804427
1601,0.05614301
1602,1.0
1603,0.3758494
1604,0.14309026
1605,0.05115706
1606,1.0
1607,0.15425214
1608,0.31959492
1609,0.98111695
1610,0.06286905
1611,0.13145275
1612,0.25354064
1613,0.59812224
1614,0.01657141
1615,0.058631
1616,0.99918562
1617,0.39332628
1618,0.9814409
1619,0.99998426
1620,0.68062675
1621,0.38972405
1622,0.99207133
1623,0.00029059
1624,0.58114964
1625,0.1068226
1626,0.66550308
1627,2.05647575e-06
1628,0.96413833
1629,0.0043648
1630,0.37703705
1631,0.99999774
1632,0.25546771
1633,0.01137594
1634,0.36254695
1635,0.24101643
1636,0.80174577
1637,0.81779921
1638,0.86069947
1639,0.33986524
1640,0.00870544
1641,0.95148516
1642,0.89507842
1643,0.89672369
1644,0.75125855
1645,0.14049117
1646,0.12461178
1647,0.48418111
1648,0.00117335
1649,0.61764622
1650,1.15250577e-05
1651,0.0195206
1652,0.00335489
1653,0.01353203
1654,0.99974531
1655,0.1151142
1656,0.99839443
1657,0.1999418
1658,0.10325783
1659,0.12222502
1660,0.99654263
1661,0.65835863
1662,0.0487246
1663,0.02819153
1664,0.68457341
1665,0.15001607
1666,0.58024365
1667,0.24471703
1668,0.12309337
1669,0.99939883
1670,0.34408388
1671,0.05658114
1672,0.85256976
1673,0.39568353
1674,0.99174714
1675,0.93031979
1676,0.10063243
1677,0.64541525
1678,4.9136122e-07
